datkins,1,C56001,David,Atkins,datkins@aveksa.com,Boston,US,Corporate,,Chief Executive Officer,,10100,directors,1,TRUE,Full Time,0,C56001,101,
dbond,104,C56014,Donald,Bond,dbond@aveksa.com,Boston,US,Finance,Aerostar,Senior Accounting Manager,,40330,dpeterson,3,TRUE,Full Time,0,C56002,Senior Finance Management,
ckim,105,C56015,Carolyn,Kim,ckim@anycompany.com,Boston,US,Finance,Aerostar,Senior Accounting Manager,,40330,dpeterson,3,TRUE,Full Time,0,C56002,Senior Finance Management,
djoseph,704,C56044,Donna,Joseph,djoseph@anycompany.com,Chicago,US,Finance,Aerostar,Senior Accounting Manager,,40330,dpeterson,3,TRUE,Full Time,0,C56002,Senior Finance Management,
clittle,705,C56045,Carl,Little,clittle@anycompany.com,Chicago,US,Finance,Aerostar,Senior Accounting Manager,,40330,dpeterson,3,TRUE,Full Time,0,C56002,Senior Finance Management,
cmatthews,601,C56036,Carl,Matthews,cmatthews@anycompany.com,Miami,US,Human Resources,,Director of Human Resources,,50300,pmahoney,3,TRUE,Full Time,1,C56007,503,
pwatkins,602,C56037,Phillip,Watkins,pwatkins@anycompany.com,Dublin,EMEA,Human Resources,,Director of Human Resources,,50300,pmahoney,3,TRUE,Full Time,0,C56007,503,
jbridges,603,C56038,Jacqueline,Bridges,jbridges@anycompany.com,New York,US,Human Resources,,Director of Human Resources,,50300,pmahoney,3,TRUE,Full Time,0,C56007,503,
ewright,604,C56039,Edward,Wright,ewright@anycompany.com,Boston,US,Human Resources,,Director of Human Resources,,50300,pmahoney,3,TRUE,Full Time,0,C56007,503,
kdixon,605,C56040,Katherine,Dixon,kdixon@anycompany.com,Miami,US,Human Resources,,Director of Human Resources,,50300,pmahoney,3,TRUE,Full Time,0,C56007,503,
kpreston,901,C56051,Kenneth,Preston,kpreston@anycompany.com,Dublin,EMEA,Information Technology,,Director of Information Technology,,60300,jbarron,3,TRUE,Full Time,0,C56010,603,
wbarry,902,C56052,Wayne,Barry,wbarry@anycompany.com,New York,US,Information Technology,,Director of Information Technology,,60300,jbarron,3,TRUE,Contractor,0,C56010,603,
cmorris,903,C56053,Carol,Morris,cmorris@anycompany.com,Los Angeles,US,Information Technology,,Director of Information Technology,,60300,jbarron,3,TRUE,Full Time,0,C56010,603,
hcastro,904,C56054,Heather,Castro,hcastro@anycompany.com,Dublin,EMEA,Information Technology,,Director of Information Technology,,60300,jbarron,3,TRUE,Full Time,0,C56010,603,
acruz,905,C56055,Aaron,Cruz,acruz@anycompany.com,San Francisco,US,Information Technology,,Director of Information Technology,,60300,jbarron,3,TRUE,Full Time,1,C56010,603,
awhitaker,201,C56016,Ann,Whitaker,awhitaker@anycompany.com,Boston,US,Manufacturing,,Director of Manufacturing,,70300,chammel,3,TRUE,Full Time,1,C56003,703,
bjones,202,C56017,Bobby,Jones,bjones@anycompany.com,Dublin,EMEA,Manufacturing,,Director of Manufacturing,,70300,chammel,3,TRUE,Full Time,1,C56003,703,
asalinas,203,C56018,Albert,Salinas,asalinas@anycompany.com,Miami,US,Manufacturing,,Director of Manufacturing,,70300,chammel,3,TRUE,Full Time,1,C56003,703,
knorman,204,C56019,Katherine,Norman,knorman@aveksa.com,Boston,US,Manufacturing,,Director of Manufacturing,,70300,chammel,3,TRUE,Full Time,0,C56003,703,
sbrennan,205,C56020,Scott,Brennan,sbrennan@anycompany.com,Chicago,US,Manufacturing,,Director of Manufacturing,,70300,chammel,3,TRUE,Full Time,0,C56003,703,
jkennedy,301,C56021,Janet,Kennedy,jkennedy@anycompany.com,New York,US,Marketing,,Director of Marketing,,80300,krhodes,3,TRUE,Full Time,0,C56004,803,
jlynch,302,C56022,Janice,Lynch,jlynch@anycompany.com,Los Angeles,US,Marketing,,Director of Marketing,,80300,krhodes,3,TRUE,Full Time,0,C56004,803,
thopkins,303,C56023,Tina,Hopkins,thopkins@anycompany.com,Los Angeles,US,Marketing,,Director of Marketing,,80300,krhodes,3,TRUE,Contractor,0,C56004,803,
plucas,304,C56024,Patrick,Lucas,plucas@anycompany.com,Munich,EMEA,Marketing,,Director of Marketing,,80300,krhodes,3,TRUE,Full Time,0,C56004,803,
jharding,305,C56025,James,Harding,jharding@anycompany.com,Munich,EMEA,Marketing,,Director of Marketing,,80300,krhodes,3,TRUE,Full Time,0,C56004,803,
jcraig,501,C56031,Jonathan,Craig,jcraig@anycompany.com,Boston,US,Sales,,Director of Sales,,90300,jshinn,3,TRUE,Full Time,0,C56006,903,
smcconnell,502,C56032,Stephanie,Mcconnell,smcconnell@anycompany.com,Los Angeles,US,Sales,,Director of Sales,,90300,jshinn,3,TRUE,Contractor,0,C56006,903,
jfuentes,503,C56033,Juan,Fuentes,jfuentes@anycompany.com,Los Angeles,US,Sales,,Director of Sales,,90300,jshinn,3,TRUE,Full Time,0,C56006,903,
bmcbride,504,C56034,Bill,McBride,bmcbride@anycompany.com,Chicago,US,Sales,,Director of Sales,,90300,jshinn,3,TRUE,Full Time,1,C56006,903,
jthompson,505,C56035,Joyce,Thompson,jthompson@anycompany.com,Dublin,EMEA,Sales,,Director of Sales,,90300,jshinn,3,TRUE,Full Time,0,C56006,903,
jhess,8013,C56173,Jacqueline,Hess,jhess@anycompany.com,Munich,EMEA,Customer Support,,Customer Support Manager,,20400,cbauer,4,FALSE,Full Time,0,C56050,204,
fjacobson,8014,C56174,Frances,Jacobson,fjacobson@anycompany.com,Miami,US,Customer Support,,Customer Support Manager,,20400,cbauer,4,FALSE,Full Time,0,C56050,204,
dfitzgerald,8015,C56175,Dorothy,Fitzgerald,dfitzgerald@anycompany.com,Boston,US,Customer Support,,Customer Support Manager,,20400,cbauer,4,FALSE,Full Time,0,C56050,204,
dlivingston,8007,C56167,Diane,Livingston,dlivingston@anycompany.com,London,EMEA,Customer Support,,Customer Support Manager,,20400,ebush,4,FALSE,Full Time,0,C56048,204,
sbuchanan,8008,C56168,Stephen,Buchanan,sbuchanan@anycompany.com,London,EMEA,Customer Support,,Customer Support Manager,,20400,ebush,4,FALSE,Contractor,0,C56048,204,
cmaldonado,8009,C56169,Cynthia,Maldonado,cmaldonado@anycompany.com,San Francisco,US,Customer Support,,Customer Support Manager,,20400,ebush,4,FALSE,Full Time,0,C56048,204,
kmejia,8001,C56161,Kathryn,Mejia,kmejia@anycompany.com,Boston,US,Customer Support,,Customer Support Manager,,20400,gmorrow,4,FALSE,Full Time,0,C56046,204,
jdudley,8002,C56162,Judy,Dudley,jdudley@anycompany.com,Los Angeles,US,Customer Support,,Customer Support Manager,,20400,gmorrow,4,FALSE,Full Time,0,C56046,204,
wbrady,8003,C56163,Walter,Brady,wbrady@anycompany.com,London,EMEA,Customer Support,,Customer Support Manager,,20400,gmorrow,4,FALSE,Contractor,0,C56046,204,
eholman,8004,C56164,Evelyn,Holman,eholman@anycompany.com,Hong Kong,AsiaPac,Customer Support,,Customer Support Manager,,20400,lmyers,4,FALSE,Full Time,0,C56047,204,
jfigueroa,8005,C56165,Jessica,Figueroa,jfigueroa@anycompany.com,Dublin,EMEA,Customer Support,,Customer Support Manager,,20400,lmyers,4,FALSE,Full Time,0,C56047,204,
dguerra,8006,C56166,Debra,Guerra,dguerra@anycompany.com,San Francisco,US,Customer Support,,Customer Support Manager,,20400,lmyers,4,FALSE,Full Time,0,C56047,204,
sschwartz,8010,C56170,Sarah,Schwartz,sschwartz@anycompany.com,Los Angeles,US,Customer Support,,Customer Support Manager,,20400,phouston,4,FALSE,Full Time,0,C56049,204,
jwheeler,8011,C56171,Jeffrey,Wheeler,jwheeler@anycompany.com,Munich,EMEA,Customer Support,,Customer Support Manager,,20400,phouston,4,FALSE,Full Time,0,C56049,204,
avaldez,8012,C56172,Andrew,Valdez,avaldez@anycompany.com,Chicago,US,Customer Support,,Customer Support Manager,,20400,phouston,4,FALSE,Full Time,1,C56049,204,
lduncan,4010,C56110,Lori,Duncan,lduncan@anycompany.com,Boston,US,Development,,Development Manager,,30400,dbenson,4,FALSE,Full Time,0,C56029,304,
madkins,4011,C56111,Martin,Adkins,madkins@anycompany.com,Boston,US,Development,,Development Manager,,30400,dbenson,4,FALSE,Full Time,0,C56029,304,
hlee,4012,C56112,Harry,Lee,hlee@anycompany.com,Chicago,US,Development,,Development Manager,,30400,dbenson,4,FALSE,Full Time,0,C56029,304,
jnash,4013,C56113,Judith,Nash,jnash@anycompany.com,Los Angeles,US,Development,,Development Manager,,30400,havila,4,FALSE,Full Time,0,C56030,304,
mjuarez,4014,C56114,Maria,Juarez,mjuarez@anycompany.com,London,EMEA,Development,,Development Manager,,30400,havila,4,FALSE,Full Time,0,C56030,304,
jsalazar,4015,C56115,Jonathan,Salazar,jsalazar@anycompany.com,New York,US,Development,,Development Manager,,30400,havila,4,FALSE,Full Time,0,C56030,304,
acooper,4007,C56107,Alan,Cooper,acooper@anycompany.com,New York,US,Development,,Development Manager,,30400,mrandolph,4,FALSE,Full Time,1,C56028,304,
pbeck,4008,C56108,Pamela,Beck,pbeck@anycompany.com,London,EMEA,Development,,Development Manager,,30400,mrandolph,4,FALSE,Full Time,0,C56028,304,
sroman,4009,C56109,Susan,Roman,sroman@anycompany.com,London,EMEA,Development,,Development Manager,,30400,mrandolph,4,FALSE,Contractor,0,C56028,304,
bkoch,4001,C56101,Brandon,Koch,bkoch@anycompany.com,San Francisco,US,Development,,Development Manager,,30400,tgreer,4,FALSE,Full Time,1,C56026,304,
ehouse,4002,C56102,Emily,House,ehouse@anycompany.com,Dublin,EMEA,Development,,Development Manager,,30400,tgreer,4,FALSE,Full Time,0,C56026,304,
mgomez,4003,C56103,Marilyn,Gomez,mgomez@anycompany.com,Miami,US,Development,,Development Manager,,30400,tgreer,4,FALSE,Full Time,0,C56026,304,
kpearson,4004,C56104,Kevin,Pearson,kpearson@anycompany.com,London,EMEA,Development,,Development Manager,,30400,tmendez,4,FALSE,Full Time,0,C56027,304,
rvazquez,4005,C56105,Robert,Vazquez,rvazquez@anycompany.com,Chicago,US,Development,,Development Manager,,30400,tmendez,4,FALSE,Full Time,0,C56027,304,
fweaver,4006,C56106,Fred,Weaver,fweaver@anycompany.com,Miami,US,Development,,Development Manager,,30400,tmendez,4,FALSE,Full Time,0,C56027,304,
wpark,7004,C56149,Wayne,Park,wpark@anycompany.com,Chicago,US,Finance,Aerostar,AP Clerk,,40420,cparsons,4,FALSE,Contractor,0,C56042,Accounts Payable,
jwelch,7005,C56150,Jason,Welch,jwelch@anycompany.com,Chicago,US,Finance,Aerostar,AP Clerk,,40420,cparsons,4,FALSE,Full Time,0,C56042,Accounts Payable,
afernandez,7006,C56151,Andrea,Fernandez,afernandez@anycompany.com,Chicago,US,Finance,Aerostar,AP Clerk,,40420,cparsons,4,FALSE,Full Time,1,C56042,Accounts Payable,
rholloway,1001,C56056,Robin,Holloway,rholloway@anycompany.com,Boston,US,Finance,Aerostar,AR Clerk,,40450,jhamilton,4,FALSE,Full Time,0,C56011,Accounts Payable,
lbruce,1002,C56057,Louis,Bruce,lbruce@anycompany.com,Boston,US,Finance,Aerostar,AR Clerk,,40450,jhamilton,4,FALSE,Full Time,0,C56011,Accounts Payable,
pbradford,1003,C56058,Patricia,Bradford,pbradford@anycompany.com,Boston,US,Finance,Aerostar,AR Clerk,,40450,jhamilton,4,FALSE,Full Time,0,C56011,Accounts Payable,
ssellers,7001,C56146,Sharon,Sellers,ssellers@anycompany.com,Chicago,US,Finance,Aerostar,Accounts Receivable Manager,,40460,jwiggins,4,FALSE,Full Time,0,C56041,Accounts Receivable,
dgriffith,7002,C56147,Donald,Griffith,dgriffith@anycompany.com,Chicago,US,Finance,Aerostar,Accounts Receivable Manager,,40460,jwiggins,4,FALSE,Full Time,0,C56041,Accounts Receivable,
dholt,7003,C56148,Dorothy,Holt,dholt@anycompany.com,Chicago,US,Finance,Aerostar,Accounts Receivable Manager,,40460,jwiggins,4,FALSE,Full Time,0,C56041,Accounts Receivable,
saguilar,1004,C56059,Samuel,Aguilar,saguilar@anycompany.com,Boston,US,Finance,Aerostar,AP Manager,,40480,vrandall,4,FALSE,Full Time,0,C56012,Accounts Receivable,
bbanks,1005,C56060,Brian,Banks,bbanks@anycompany.com,Boston,US,Finance,Aerostar,AP Manager,,40480,vrandall,4,FALSE,Full Time,1,C56012,Accounts Receivable,
snicholson,1006,C56061,Scott,Nicholson,snicholson@anycompany.com,Boston,US,Finance,Aerostar,AP Manager,,40480,vrandall,4,FALSE,Full Time,0,C56012,Accounts Receivable,
smay,1013,C56068,Sandra,May,smay@anycompany.com,Boston,US,Finance,Aerostar,Accounting Manager,,40410,ckim,4,FALSE,Full Time,0,C56015,General Accounting,
coneal,1014,C56069,Clarence,Oneal,coneal@anycompany.com,Boston,US,Finance,Aerostar,Accounting Manager,,40410,ckim,4,FALSE,Full Time,0,C56015,General Accounting,
bsnow,1015,C56070,Bobby,Snow,bsnow@anycompany.com,Boston,US,Finance,Aerostar,Accounting Manager,,40410,ckim,4,FALSE,Full Time,1,C56015,General Accounting,
jmason,7013,C56158,Jeremy,Mason,jmason@anycompany.com,Chicago,US,Finance,Aerostar,Accounting Manager,,40410,clittle,4,FALSE,Full Time,0,C56045,General Accounting,
eprice,7014,C56159,Ernest,Price,eprice@anycompany.com,Chicago,US,Finance,Aerostar,Accounting Manager,,40410,clittle,4,FALSE,Full Time,0,C56045,General Accounting,
bmiddleton,7015,C56160,Brandon,Middleton,bmiddleton@anycompany.com,Chicago,US,Finance,Aerostar,Accounting Manager,,40410,clittle,4,FALSE,Full Time,1,C56045,General Accounting,
jhaley,1010,C56065,Justin,Haley,jhaley@anycompany.com,Boston,US,Finance,Aerostar,Senior Accountant,,40430,dbond,4,FALSE,Full Time,0,C56014,General Accounting,
fcannon,1011,C56066,Frank,Cannon,fcannon@aveksa.com,Boston,US,Finance,Aerostar,Senior Accountant,,40430,dbond,4,FALSE,Full Time,0,C56014,General Accounting,
smeyers,1012,C56067,Sharon,Meyers,smeyers@anycompany.com,Boston,US,Finance,Aerostar,Senior Accountant,,40430,dbond,4,FALSE,Full Time,0,C56014,General Accounting,
sblair,7010,C56155,Sean,Blair,sblair@aveksa.com,Chicago,US,Finance,Aerostar,Senior Accountant,,40430,djoseph,4,FALSE,Full Time,0,C56044,General Accounting,
glambert,7011,C56156,George,Lambert,glambert@anycompany.com,Chicago,US,Finance,Aerostar,Senior Accountant,,40430,djoseph,4,FALSE,Full Time,0,C56044,General Accounting,
smorin,7012,C56157,Steve,Morin,smorin@anycompany.com,Chicago,US,Finance,Aerostar,Senior Accountant,,40430,djoseph,4,FALSE,Contractor,0,C56044,General Accounting,
emonroe,1007,C56062,Eric,Monroe,emonroe@anycompany.com,Boston,US,Finance,Aerostar,Finance Manager,,40400,bstevenson,4,FALSE,Full Time,0,C56013,General Finance,
mgillespie,1009,C56064,Matthew,Gillespie,mgillespie@anycompany.com,Boston,US,Finance,Aerostar,Finance Manager,,40400,bstevenson,4,FALSE,Full Time,0,C56013,General Finance,
srivers,7007,C56152,Susan,Rivers,srivers@anycompany.com,Chicago,US,Finance,Aerostar,Regional Finance Manager,,40470,lcolon,4,FALSE,Contractor,0,C56043,General Finance,
rhanson,7008,C56153,Russell,Hanson,rhanson@anycompany.com,Chicago,US,Finance,Aerostar,Regional Finance Manager,,40470,lcolon,4,FALSE,Full Time,0,C56043,General Finance,
ehoover,7009,C56154,Eric,Hoover,ehoover@anycompany.com,Chicago,US,Finance,Aerostar,Regional Finance Manager,,40470,lcolon,4,FALSE,Full Time,0,C56043,General Finance,
lnavarro,6001,C56131,Laura,Navarro,lnavarro@anycompany.com,London,EMEA,Human Resources,,Human Resources Manager,,50400,cmatthews,4,FALSE,Full Time,0,C56036,504,
mharvey,6002,C56132,Margaret,Harvey,mharvey@anycompany.com,San Francisco,US,Human Resources,,Human Resources Manager,,50400,cmatthews,4,FALSE,Full Time,0,C56036,504,
drich,6003,C56133,Donna,Rich,drich@anycompany.com,Hong Kong,AsiaPac,Human Resources,,Human Resources Manager,,50400,cmatthews,4,FALSE,Full Time,0,C56036,504,
emartin,6010,C56140,Eugene,Martin,emartin@anycompany.com,Hong Kong,AsiaPac,Human Resources,,Human Resources Manager,,50400,ewright,4,FALSE,Full Time,0,C56039,504,
acarter,6012,C56142,Arthur,Carter,acarter@anycompany.com,San Francisco,US,Human Resources,,Human Resources Manager,,50400,ewright,4,FALSE,Full Time,1,C56039,504,
psaunders,6007,C56137,Philip,Saunders,psaunders@anycompany.com,Munich,EMEA,Human Resources,,Human Resources Manager,,50400,jbridges,4,FALSE,Full Time,0,C56038,504,
vmarshall,6008,C56138,Virginia,Marshall,vmarshall@anycompany.com,London,EMEA,Human Resources,,Human Resources Manager,,50400,jbridges,4,FALSE,Contractor,0,C56038,504,
elove,6009,C56139,Earl,Love,elove@anycompany.com,Miami,US,Human Resources,,Human Resources Manager,,50400,jbridges,4,FALSE,Full Time,0,C56038,504,
creese,6013,C56143,Craig,Reese,creese@anycompany.com,New York,US,Human Resources,,Human Resources Manager,,50400,kdixon,4,FALSE,Full Time,0,C56040,504,
jbrooks,6014,C56144,Joshua,Brooks,jbrooks@anycompany.com,Munich,EMEA,Human Resources,,Human Resources Manager,,50400,kdixon,4,FALSE,Full Time,0,C56040,504,
wlane,6015,C56145,William,Lane,wlane@anycompany.com,Hong Kong,AsiaPac,Human Resources,,Human Resources Manager,,50400,kdixon,4,FALSE,Contractor,0,C56040,504,
jfloyd,6004,C56134,Jonathan,Floyd,jfloyd@anycompany.com,New York,US,Human Resources,,Human Resources Manager,,50400,pwatkins,4,FALSE,Full Time,0,C56037,504,
tperkins,6005,C56135,Thomas,Perkins,tperkins@anycompany.com,Chicago,US,Human Resources,,Human Resources Manager,,50400,pwatkins,4,FALSE,Contractor,0,C56037,504,
tbuck,6006,C56136,Timothy,Buck,tbuck@anycompany.com,Munich,EMEA,Human Resources,,Human Resources Manager,,50400,pwatkins,4,FALSE,Contractor,0,C56037,504,
ewilcox,9013,C56188,Eric,Wilcox,ewilcox@anycompany.com,Los Angeles,US,Information Technology,,Information Technology Manager,,60400,acruz,4,FALSE,Full Time,0,C56055,604,
hhancock,9014,C56189,Howard,Hancock,hhancock@anycompany.com,Dublin,EMEA,Information Technology,,Information Technology Manager,,60400,acruz,4,FALSE,Full Time,0,C56055,604,
ckirby,9015,C56190,Craig,Kirby,ckirby@anycompany.com,Hong Kong,AsiaPac,Information Technology,,Information Technology Manager,,60400,acruz,4,FALSE,Full Time,0,C56055,604,
along,9007,C56182,Aaron,Long,along@anycompany.com,Munich,EMEA,Information Technology,,Information Technology Manager,,60400,cmorris,4,FALSE,Full Time,1,C56053,604,
bclay,9008,C56183,Benjamin,Clay,bclay@anycompany.com,Los Angeles,US,Information Technology,,Information Technology Manager,,60400,cmorris,4,FALSE,Full Time,1,C56053,604,
ktanner,9009,C56184,Kathy,Tanner,ktanner@anycompany.com,Dublin,EMEA,Information Technology,,Information Technology Manager,,60400,cmorris,4,FALSE,Full Time,0,C56053,604,
rcombs,9010,C56185,Ronald,Combs,rcombs@anycompany.com,New York,US,Information Technology,,Information Technology Manager,,60400,hcastro,4,FALSE,Full Time,0,C56054,604,
kbranch,9011,C56186,Kathryn,Branch,kbranch@anycompany.com,Chicago,US,Information Technology,,Information Technology Manager,,60400,hcastro,4,FALSE,Full Time,0,C56054,604,
rgallagher,9012,C56187,Rachel,Gallagher,rgallagher@anycompany.com,Hong Kong,AsiaPac,Information Technology,,Information Technology Manager,,60400,hcastro,4,FALSE,Full Time,0,C56054,604,
rmelton,9001,C56176,Richard,Melton,rmelton@anycompany.com,Dublin,EMEA,Information Technology,,Information Technology Manager,,60400,kpreston,4,FALSE,Full Time,0,C56051,604,
jjensen,9002,C56177,Jessica,Jensen,jjensen@anycompany.com,Los Angeles,US,Information Technology,,Information Technology Manager,,60400,kpreston,4,FALSE,Full Time,0,C56051,604,
lcameron,9003,C56178,Lillian,Cameron,lcameron@anycompany.com,Boston,US,Information Technology,,Information Technology Manager,,60400,kpreston,4,FALSE,Full Time,0,C56051,604,
tpalmer,9004,C56179,Thomas,Palmer,tpalmer@anycompany.com,Hong Kong,AsiaPac,Information Technology,,Information Technology Manager,,60400,wbarry,4,FALSE,Contractor,0,C56052,604,
rdaniels,9005,C56180,Ryan,Daniels,rdaniels@anycompany.com,Los Angeles,US,Information Technology,,Information Technology Manager,,60400,wbarry,4,FALSE,Full Time,0,C56052,604,
hmathis,9006,C56181,Henry,Mathis,hmathis@anycompany.com,Dublin,EMEA,Information Technology,,Information Technology Manager,,60400,wbarry,4,FALSE,Full Time,0,C56052,604,
njimenez,2007,C56077,Nicole,Jimenez,njimenez@anycompany.com,Los Angeles,US,Manufacturing,,Manufacturing Manager,,70400,asalinas,4,FALSE,Full Time,0,C56018,704,
jbentley,2008,C56078,Janet,Bentley,jbentley@aveksa.com,New York,US,Manufacturing,,Manufacturing Manager,,70400,asalinas,4,FALSE,Full Time,0,C56018,704,
jfrost,2009,C56079,Joyce,Frost,jfrost@anycompany.com,Dublin,EMEA,Manufacturing,,Manufacturing Manager,,70400,asalinas,4,FALSE,Full Time,0,C56018,704,
jfrancis,2001,C56071,Jean,Francis,jfrancis@anycompany.com,Hong Kong,AsiaPac,Manufacturing,,Manufacturing Manager,,70400,awhitaker,4,FALSE,Full Time,0,C56016,704,
privera,2002,C56072,Phillip,Rivera,privera@anycompany.com,Boston,US,Manufacturing,,Manufacturing Manager,,70400,awhitaker,4,FALSE,Full Time,0,C56016,704,
rlloyd,2003,C56073,Robin,Lloyd,rlloyd@anycompany.com,Hong Kong,AsiaPac,Manufacturing,,Manufacturing Manager,,70400,awhitaker,4,FALSE,Full Time,0,C56016,704,
dbrowning,2004,C56074,Diana,Browning,dbrowning@anycompany.com,London,EMEA,Manufacturing,,Manufacturing Manager,,70400,bjones,4,FALSE,Full Time,0,C56017,704,
dschultz,2005,C56075,Dennis,Schultz,dschultz@anycompany.com,Boston,US,Manufacturing,,Manufacturing Manager,,70400,bjones,4,FALSE,Full Time,0,C56017,704,
rcarson,2006,C56076,Rose,Carson,rcarson@anycompany.com,Munich,EMEA,Manufacturing,,Manufacturing Manager,,70400,bjones,4,FALSE,Full Time,0,C56017,704,
rbowen,2010,C56080,Roger,Bowen,rbowen@aveksa.com,Dublin,EMEA,Manufacturing,,Manufacturing Manager,,70400,knorman,4,FALSE,Full Time,0,C56019,704,
acarroll,2011,C56081,Anne,Carroll,acarroll@anycompany.com,London,EMEA,Manufacturing,,Manufacturing Manager,,70400,knorman,4,FALSE,Full Time,1,C56019,704,
npeterson,2012,C56082,Nicole,Peterson,npeterson@anycompany.com,Hong Kong,AsiaPac,Manufacturing,,Manufacturing Manager,,70400,knorman,4,FALSE,Full Time,0,C56019,704,
dshaffer,2013,C56083,David,Shaffer,dshaffer@anycompany.com,Hong Kong,AsiaPac,Manufacturing,,Manufacturing Manager,,70400,sbrennan,4,FALSE,Full Time,0,C56020,704,
jjohnson,2014,C56084,Joyce,Johnson,jjohnson@anycompany.com,Miami,US,Manufacturing,,Manufacturing Manager,,70400,sbrennan,4,FALSE,Full Time,0,C56020,704,
aenglish,2015,C56085,Annie,English,aenglish@anycompany.com,Chicago,US,Manufacturing,,Manufacturing Manager,,70400,sbrennan,4,FALSE,Full Time,0,C56020,704,
mlogan,3013,C56098,Margaret,Logan,mlogan@anycompany.com,Chicago,US,Marketing,,Marketing Manager,,80400,jharding,4,FALSE,Full Time,0,C56025,804,
